id,casestudy_area,casestudy_area_code,date,organisation_tariff_name,First_20_units(d/unit),After_20_units(d/unit),Light_(flat_d/unit),Power_(flat)_(d/unit),Light_max_demand_(d/unit),Power_max_demand_(d/unit),LightFirst1000Units_(d/unit),LightSecond1000Units_per_month_(d/unit),LightThird1000Units_per_month_(d/unit),LigthOver3000Units_per_month_(d/unit),PowerAndHeat_(d/unit),PowerAndHeat75hoursPeak_(d/unit),PoweAndHeatOver75peak_(d/unit),Charge_per_room_per_month,"Residential_3_rooms_or_less_""GB""/""GD""/""GR""_First_X_units_per_qu","Residential_3_rooms_or_less_""GB""/""GD""/""GR""_Next_X_units_per_qua","Residential_3_rooms_or_less_""GB""/""GD""/""GR""_Balance_units_per_qu",First_1200_kwhquarter_Tariff_J_(c/kWh),Balance_kWh_per_quarter_Tariff_J_(c/kWh),"I_J_/""GD""/""GR""_Minimum_charge__($/per_quarter)_1982",YandJ_Water_and_space_heating_1984,Energy_charge_per_unit_(d_or_c_/_kwh),Standing_charge_($/year),TUoS Block_1_(c/kWh),TUoS Block_2_(c/kWh),TUoS Summer_peak_(c/kWh),TUoS Summer_shoulder_(c/kWh) ,TUoS Winter_peak_(c/kWh),TUoS Average_(c/kWh),Network_charges Block_1/peak_(c/kWh),Extras_(summer_export),Premium_FiT,average_dckwh
1913,Metro,VIC,2018-01-01,ShopperMarketOffer PeakShoulderOff CityPowerPowerShop,,,,,,,,,,,,,,,,,,,,,,,30.5,,37,23.5,,,,125.9,,,54.225
1914,Metro,VIC,2018-01-01,ShopperMarketOffer AllConsump CityPowerPowerShop,,,,,,,,,,,,,,,,,,,,,,,,,27.5,,,,,125.9,,,76.7
1915,Metro,VIC,2018-01-01,ShopperMarketOffer PeakOffpeak CityPowerPowerShop,,,,,,,,,,,,,,,,,,,,,,,,,34.6,22.3,,,,125.9,,,60.93333333
1916,Metro,VIC,2018-01-01,PowerShopLite AllConsumption,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,,,,105.9,,,64.55
1917,Metro,VIC,2018-01-01,PowerShopLite PeakOffpeak,,,,,,,,,,,,,,,,,,,,,,,,,29.1,18.8,,,,105.9,,,51.26666667
1918,Metro,VIC,2018-01-01,PowerShopLite PeakShoulderOffpeak,,,,,,,,,,,,,,,,,,,,,,,25.7,,31.2,19.8,,,,105.9,,,45.65
1919,Metro,VIC,2019-01-01,Victorian Default Offer CityPowerAreaPowershopAR,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,110.6,,,66.95
1920,Metro,VIC,2019-01-01,Standing Offer PeakOffPeak CityPowerAreaPowershopAR,,,,,,,,,,,,,,,,,,,,,,,,,43.8,27.6,,,,131.8,,,67.73333333
1921,Metro,VIC,2019-01-01,Standing Offer PeakShoulderOff CityPowerAreaPowershopAR,,,,,,,,,,,,,,,,,,,,,,,28.7,,46.7,37.6,,,,131.8,,,61.2
1922,Metro,VIC,2019-01-01,PowerSaverPackPR,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,101.3,,,61.75
